Tipo_Prenda,Genero,Color,Estilo,Marca,Precio,Talla,Cantidad_Lavados,Edad,Profesion,Genero_Incluyente,Calidad
Chaqueta,Caballero,Verde,Formal,Marca C,749.31,38,4,18,Ciencias Sociales y Humanidades,HombreMujer,Regular
Vestido,Caballero,Azul,Deportivo,Marca A,1710.59,43,19,41,Ingeniería,Hombre,Regular
Falda,Dama,Rojo,Casual,Marca A,1120.16,33,49,34,Educación,HombreMujer,Buena
Falda,Caballero,Negro,Deportivo,Marca A,1814.45,28,28,68,Ingeniería,Hombre,Regular
Vestido,Caballero,Amarillo,Formal,Marca C,967.64,30,2,34,Educación,Mujer,Mala
Chaqueta,Dama,Verde,Deportivo,Marca D,1445.61,45,24,47,Ciencias Sociales y Humanidades,Mujer,Mala
Camisa,Dama,Amarillo,Deportivo,Marca C,1890.62,46,23,24,Artes,HombreMujer,Buena
Chaqueta,Caballero,Negro,Formal,Marca C,946.07,28,18,39,Medicina,HombreMujer,Buena
Camisa,Caballero,Blanco,Deportivo,Marca A,1070.72,36,11,31,Medicina,Mujer,Buena
Falda,Dama,Rojo,Formal,Marca A,1244.81,39,3,18,Medicina,Hombre,Regular
Chaqueta,Caballero,Blanco,Formal,Marca D,794.57,29,26,59,Ingeniería,Hombre,Regular
Falda,Caballero,Verde,Casual,Marca B,529.62,29,27,61,Artes,HombreMujer,Buena
Chaqueta,Dama,Blanco,Deportivo,Marca C,857.02,32,42,32,Ciencias Sociales y Humanidades,Mujer,Regular
Otros,Dama,Amarillo,Formal,Marca B,791.62,29,35,52,Artes,HombreMujer,Buena
Falda,Caballero,Verde,Casual,Marca B,1681.91,38,26,45,Artes,HombreMujer,Mala
Camisa,Caballero,Blanco,Formal,Marca C,1033.09,37,47,39,Ingeniería,Mujer,Regular
Chaqueta,Caballero,Verde,Deportivo,Marca B,755.82,44,30,64,Educación,Mujer,Mala
Pantalón,Caballero,Verde,Formal,Marca D,1646.29,38,21,40,Ciencias Sociales y Humanidades,HombreMujer,Mala
Falda,Caballero,Verde,Casual,Marca C,1362.5,29,25,33,Medicina,Hombre,Mala
Chaqueta,Dama,Rojo,Casual,Marca B,1142.56,44,16,68,Ingeniería,Hombre,Regular
Falda,Dama,Verde,Formal,Marca A,1747.85,29,28,36,Ciencias Sociales y Humanidades,HombreMujer,Regular
Otros,Dama,Rojo,Casual,Marca B,1947.16,32,10,51,Educación,Mujer,Mala
Falda,Dama,Rojo,Casual,Marca C,1724.49,33,2,37,Ingeniería,Hombre,Buena
Falda,Caballero,Azul,Deportivo,Marca C,1811.88,39,8,40,Educación,HombreMujer,Regular
Pantalón,Dama,Amarillo,Casual,Marca B,1541.83,45,37,59,Ingeniería,HombreMujer,Buena
Pantalón,Caballero,Blanco,Casual,Marca D,607.93,46,16,49,Medicina,Mujer,Buena
Vestido,Caballero,Negro,Casual,Marca C,1525.75,39,10,53,Educación,HombreMujer,Regular
Chaqueta,Dama,Verde,Deportivo,Marca A,1207.58,43,13,65,Ingeniería,HombreMujer,Regular
Chaqueta,Dama,Negro,Deportivo,Marca B,735.8,34,38,43,Artes,Hombre,Buena
Falda,Dama,Negro,Casual,Marca C,1735.45,35,31,66,Medicina,Mujer,Regular
Falda,Dama,Azul,Formal,Marca A,780.32,29,28,23,Ingeniería,HombreMujer,Regular
Otros,Caballero,Azul,Casual,Marca C,1189.63,29,12,27,Ciencias Sociales y Humanidades,Mujer,Buena
Chaqueta,Dama,Amarillo,Deportivo,Marca D,1737.43,42,17,55,Medicina,Mujer,Regular
Pantalón,Caballero,Azul,Casual,Marca B,525.44,41,2,48,Ingeniería,Mujer,Buena
Falda,Dama,Azul,Deportivo,Marca C,620.71,45,24,47,Artes,HombreMujer,Buena
Camisa,Caballero,Verde,Deportivo,Marca D,909.12,44,23,34,Ingeniería,Mujer,Mala
Falda,Dama,Rojo,Deportivo,Marca D,509.39,37,7,65,Ingeniería,Hombre,Buena
Camisa,Dama,Azul,Deportivo,Marca C,797.62,40,39,22,Medicina,Mujer,Mala
Vestido,Caballero,Negro,Casual,Marca A,1386.57,30,28,27,Medicina,Mujer,Regular
Otros,Caballero,Rojo,Casual,Marca B,647.79,43,18,29,Educación,HombreMujer,Buena
Chaqueta,Dama,Verde,Formal,Marca A,725.29,37,10,33,Artes,HombreMujer,Regular
Vestido,Caballero,Verde,Deportivo,Marca D,501.33,37,32,36,Medicina,HombreMujer,Mala
Otros,Dama,Blanco,Deportivo,Marca B,863.41,32,42,48,Medicina,Hombre,Buena
Falda,Caballero,Amarillo,Deportivo,Marca D,624.92,29,25,51,Artes,Mujer,Regular
Otros,Caballero,Blanco,Deportivo,Marca C,1061.27,41,48,48,Educación,Mujer,Buena
Falda,Caballero,Azul,Deportivo,Marca D,1510.31,41,38,39,Ingeniería,Hombre,Mala
Camisa,Caballero,Rojo,Deportivo,Marca A,1269.64,35,30,56,Ingeniería,Mujer,Buena
Vestido,Caballero,Blanco,Deportivo,Marca A,1651.01,45,41,41,Medicina,Hombre,Buena
Falda,Caballero,Negro,Casual,Marca D,815.35,39,41,62,Ingeniería,Mujer,Regular
Falda,Dama,Verde,Formal,Marca C,1822.69,46,40,29,Ingeniería,HombreMujer,Regular
Camisa,Caballero,Amarillo,Casual,Marca B,759.32,33,35,24,Ciencias Sociales y Humanidades,Hombre,Regular
Vestido,Dama,Negro,Deportivo,Marca C,1992.46,29,26,55,Ingeniería,Mujer,Buena
Chaqueta,Caballero,Amarillo,Deportivo,Marca D,1040.3,41,26,47,Artes,HombreMujer,Regular
Vestido,Caballero,Amarillo,Formal,Marca B,1831.48,35,15,44,Artes,Hombre,Regular
Camisa,Dama,Negro,Formal,Marca A,1182.35,37,26,42,Artes,Hombre,Regular
Pantalón,Dama,Amarillo,Formal,Marca A,550.81,45,49,60,Artes,HombreMujer,Regular
Chaqueta,Caballero,Verde,Formal,Marca B,1964.01,35,2,24,Educación,Hombre,Regular
Falda,Dama,Rojo,Deportivo,Marca A,924.15,33,8,61,Educación,HombreMujer,Regular
Camisa,Caballero,Negro,Formal,Marca C,1951.17,42,11,38,Medicina,HombreMujer,Mala
Camisa,Dama,Verde,Deportivo,Marca B,980.72,29,15,42,Ciencias Sociales y Humanidades,Mujer,Mala
Falda,Dama,Verde,Casual,Marca B,825.6,45,8,34,Medicina,Mujer,Mala
Vestido,Caballero,Blanco,Casual,Marca C,1941.63,34,33,70,Artes,HombreMujer,Buena
Pantalón,Dama,Azul,Formal,Marca A,1518.14,31,19,34,Medicina,Mujer,Regular
Falda,Dama,Negro,Deportivo,Marca B,540.9,33,35,26,Ciencias Sociales y Humanidades,Hombre,Buena
Falda,Dama,Negro,Deportivo,Marca C,1077.84,29,45,63,Educación,Hombre,Mala
Camisa,Caballero,Rojo,Deportivo,Marca C,827.43,30,41,38,Medicina,Hombre,Mala
Falda,Caballero,Azul,Formal,Marca A,994.15,31,19,20,Ingeniería,Hombre,Regular
Camisa,Dama,Verde,Deportivo,Marca A,1323.26,44,34,50,Educación,HombreMujer,Mala
Pantalón,Caballero,Blanco,Deportivo,Marca B,815.26,31,42,35,Artes,Mujer,Regular
Falda,Caballero,Blanco,Formal,Marca B,951.23,44,48,27,Artes,Mujer,Mala
Pantalón,Caballero,Blanco,Formal,Marca C,836.49,33,17,43,Ciencias Sociales y Humanidades,Hombre,Buena
Otros,Caballero,Verde,Formal,Marca C,1554.85,39,30,33,Ciencias Sociales y Humanidades,Hombre,Regular
Vestido,Caballero,Negro,Deportivo,Marca B,603.67,39,50,33,Educación,Mujer,Buena
Chaqueta,Dama,Amarillo,Formal,Marca C,1174.67,28,3,61,Educación,Hombre,Mala
Otros,Dama,Rojo,Formal,Marca D,1441.05,38,9,69,Educación,Hombre,Regular
Falda,Caballero,Rojo,Formal,Marca C,930.85,36,14,70,Educación,HombreMujer,Buena
Pantalón,Dama,Azul,Casual,Marca B,1420.91,37,8,41,Ciencias Sociales y Humanidades,Hombre,Mala
Vestido,Dama,Rojo,Formal,Marca A,1847.35,36,44,54,Artes,Hombre,Mala
Camisa,Caballero,Negro,Deportivo,Marca C,1803.46,41,27,63,Artes,Hombre,Mala
Falda,Caballero,Rojo,Formal,Marca C,1691.26,31,3,57,Ingeniería,HombreMujer,Mala
Falda,Caballero,Blanco,Casual,Marca B,750.82,36,7,70,Educación,HombreMujer,Regular
Otros,Dama,Azul,Casual,Marca B,1623.96,37,34,19,Artes,Hombre,Regular
Camisa,Dama,Blanco,Formal,Marca D,521.18,39,31,64,Medicina,Hombre,Mala
Falda,Dama,Negro,Casual,Marca A,678.68,40,30,28,Educación,HombreMujer,Buena
Otros,Caballero,Rojo,Formal,Marca D,712.29,46,38,36,Medicina,HombreMujer,Mala
Chaqueta,Dama,Rojo,Casual,Marca C,1337.55,29,8,45,Ingeniería,HombreMujer,Buena
Camisa,Dama,Verde,Deportivo,Marca C,976.06,46,5,46,Artes,Mujer,Buena
Camisa,Dama,Negro,Casual,Marca D,898.27,34,2,50,Medicina,Hombre,Buena
Chaqueta,Caballero,Blanco,Casual,Marca C,1058.9,38,9,60,Ciencias Sociales y Humanidades,Mujer,Regular
Vestido,Dama,Verde,Deportivo,Marca D,1530.86,46,45,41,Ingeniería,Hombre,Buena
Falda,Caballero,Verde,Deportivo,Marca B,1298.48,41,28,52,Ingeniería,Hombre,Mala
Otros,Caballero,Amarillo,Deportivo,Marca B,1360.33,36,1,59,Medicina,HombreMujer,Regular
Pantalón,Dama,Blanco,Deportivo,Marca C,823.65,31,43,19,Medicina,Mujer,Mala
Otros,Dama,Amarillo,Deportivo,Marca D,702.66,36,5,47,Artes,Mujer,Buena
Vestido,Dama,Blanco,Casual,Marca C,1800.13,40,49,37,Educación,HombreMujer,Regular
Falda,Dama,Verde,Formal,Marca A,1292.41,29,50,32,Ciencias Sociales y Humanidades,Hombre,Mala
Falda,Dama,Rojo,Deportivo,Marca A,1668.09,39,3,24,Ingeniería,Mujer,Mala
Camisa,Caballero,Negro,Deportivo,Marca C,502.95,38,11,48,Ciencias Sociales y Humanidades,Mujer,Regular
Otros,Dama,Amarillo,Deportivo,Marca B,1713.76,46,28,24,Educación,Mujer,Buena
Camisa,Caballero,Amarillo,Formal,Marca C,1408.81,28,1,39,Artes,Hombre,Buena
Pantalón,Caballero,Amarillo,Formal,Marca A,1547.24,28,30,22,Educación,HombreMujer,Mala
Chaqueta,Dama,Rojo,Formal,Marca B,1825.32,45,29,48,Educación,HombreMujer,Mala
Otros,Dama,Blanco,Casual,Marca D,1035.16,35,26,57,Ciencias Sociales y Humanidades,Hombre,Regular
Camisa,Dama,Azul,Deportivo,Marca A,1276.54,36,4,38,Educación,Hombre,Regular
Otros,Caballero,Negro,Deportivo,Marca D,1400.08,30,36,58,Artes,Hombre,Mala
Chaqueta,Dama,Negro,Casual,Marca C,839.56,37,7,23,Medicina,HombreMujer,Regular
Otros,Dama,Azul,Casual,Marca C,1771.45,42,49,56,Medicina,Hombre,Mala
Chaqueta,Dama,Amarillo,Formal,Marca D,839.94,34,37,58,Ciencias Sociales y Humanidades,Hombre,Buena
Otros,Caballero,Rojo,Casual,Marca B,1273.92,35,20,63,Medicina,Mujer,Buena
Vestido,Caballero,Azul,Formal,Marca A,1783.22,28,9,37,Artes,HombreMujer,Mala
Pantalón,Caballero,Azul,Formal,Marca B,1035.06,43,50,56,Medicina,Hombre,Regular
Vestido,Dama,Verde,Formal,Marca C,1357.75,32,33,31,Ingeniería,Mujer,Mala
Vestido,Dama,Blanco,Deportivo,Marca A,1649.74,43,29,47,Educación,Hombre,Mala
Falda,Caballero,Rojo,Deportivo,Marca D,1972.28,45,0,54,Educación,HombreMujer,Mala
Pantalón,Caballero,Amarillo,Deportivo,Marca B,643.47,35,14,58,Artes,Hombre,Buena
Falda,Dama,Rojo,Casual,Marca A,1916.33,46,34,59,Artes,Mujer,Mala
Chaqueta,Caballero,Verde,Casual,Marca C,1272.31,46,24,41,Ciencias Sociales y Humanidades,Mujer,Mala
Falda,Dama,Amarillo,Formal,Marca C,1917.76,34,50,25,Ciencias Sociales y Humanidades,HombreMujer,Buena
Camisa,Caballero,Blanco,Casual,Marca C,1706.34,28,5,34,Educación,HombreMujer,Regular
Falda,Caballero,Amarillo,Deportivo,Marca C,1900.38,45,35,46,Artes,Hombre,Mala
Falda,Dama,Negro,Deportivo,Marca B,1171.02,46,0,49,Ciencias Sociales y Humanidades,Hombre,Buena
Vestido,Dama,Verde,Formal,Marca D,894.74,28,22,27,Ciencias Sociales y Humanidades,HombreMujer,Mala
Chaqueta,Caballero,Blanco,Deportivo,Marca A,1899.12,38,19,32,Ciencias Sociales y Humanidades,Mujer,Regular
Chaqueta,Dama,Blanco,Deportivo,Marca D,1929.69,46,48,43,Ingeniería,Hombre,Regular
Chaqueta,Caballero,Azul,Deportivo,Marca C,1100.58,28,30,36,Ingeniería,Mujer,Mala
Chaqueta,Caballero,Rojo,Deportivo,Marca A,853.67,45,25,19,Ciencias Sociales y Humanidades,Mujer,Buena
Vestido,Caballero,Amarillo,Formal,Marca B,552.79,41,35,53,Artes,Mujer,Mala
Chaqueta,Caballero,Blanco,Formal,Marca C,1693.35,33,28,35,Medicina,HombreMujer,Mala
Camisa,Dama,Azul,Deportivo,Marca C,1422.92,33,21,50,Ingeniería,HombreMujer,Regular
Vestido,Caballero,Azul,Casual,Marca D,1510.55,34,6,31,Medicina,HombreMujer,Regular
Chaqueta,Caballero,Negro,Casual,Marca D,1999.38,31,7,29,Artes,Hombre,Mala
Falda,Caballero,Amarillo,Casual,Marca D,1450.94,35,49,31,Ingeniería,Hombre,Buena
Falda,Caballero,Amarillo,Deportivo,Marca B,1145.63,44,22,37,Medicina,HombreMujer,Mala
Falda,Caballero,Negro,Casual,Marca D,1217.1,33,42,61,Ingeniería,HombreMujer,Regular
Falda,Dama,Negro,Deportivo,Marca C,1205.18,42,5,35,Ciencias Sociales y Humanidades,Hombre,Mala
Pantalón,Caballero,Blanco,Casual,Marca C,1805.54,30,47,52,Ingeniería,Mujer,Regular
Camisa,Dama,Azul,Deportivo,Marca C,878.13,30,6,52,Artes,Mujer,Mala
Vestido,Caballero,Blanco,Formal,Marca A,781.41,42,38,70,Artes,HombreMujer,Regular
Vestido,Caballero,Negro,Formal,Marca A,1245.62,36,49,69,Educación,HombreMujer,Regular
Vestido,Caballero,Verde,Deportivo,Marca C,989.67,33,49,61,Educación,HombreMujer,Mala
Camisa,Dama,Rojo,Casual,Marca D,977.65,33,26,29,Educación,Mujer,Regular
Camisa,Dama,Azul,Casual,Marca D,1971.73,30,12,53,Ciencias Sociales y Humanidades,Mujer,Mala
Otros,Dama,Rojo,Casual,Marca B,1053.07,42,18,56,Educación,HombreMujer,Regular
Otros,Caballero,Verde,Casual,Marca B,1286.63,38,47,26,Medicina,Hombre,Buena
Camisa,Caballero,Blanco,Formal,Marca C,1577.79,31,11,44,Ingeniería,HombreMujer,Buena
Camisa,Dama,Amarillo,Formal,Marca D,1450.5,41,7,35,Ciencias Sociales y Humanidades,Mujer,Mala
Otros,Caballero,Negro,Deportivo,Marca D,766.23,39,22,63,Ciencias Sociales y Humanidades,Hombre,Mala
Falda,Dama,Negro,Deportivo,Marca D,526.52,28,1,68,Ingeniería,Hombre,Buena
Falda,Caballero,Negro,Formal,Marca D,577.99,45,9,30,Ciencias Sociales y Humanidades,HombreMujer,Buena
Chaqueta,Caballero,Rojo,Casual,Marca A,1313.14,44,17,30,Ciencias Sociales y Humanidades,HombreMujer,Mala
Pantalón,Dama,Verde,Deportivo,Marca D,1837.15,37,39,33,Ingeniería,HombreMujer,Regular
Pantalón,Caballero,Amarillo,Casual,Marca B,1199.52,40,28,37,Ciencias Sociales y Humanidades,Mujer,Mala
Vestido,Dama,Verde,Deportivo,Marca D,1219.74,41,34,21,Artes,HombreMujer,Buena
Camisa,Dama,Azul,Casual,Marca B,1373.58,46,10,66,Ciencias Sociales y Humanidades,HombreMujer,Mala
Vestido,Dama,Azul,Casual,Marca B,1254.16,43,48,23,Medicina,HombreMujer,Mala
Pantalón,Caballero,Amarillo,Formal,Marca B,1933.66,46,18,64,Ciencias Sociales y Humanidades,Hombre,Regular
Chaqueta,Caballero,Amarillo,Formal,Marca A,913.58,28,29,45,Ciencias Sociales y Humanidades,HombreMujer,Mala
Otros,Dama,Amarillo,Deportivo,Marca C,1289.17,38,35,20,Medicina,Hombre,Regular
Vestido,Caballero,Negro,Formal,Marca A,812.68,45,40,66,Ingeniería,Mujer,Buena
Camisa,Caballero,Amarillo,Deportivo,Marca A,793.65,41,11,31,Ingeniería,HombreMujer,Regular
Chaqueta,Dama,Verde,Formal,Marca A,1948.55,40,17,38,Educación,Mujer,Regular
Pantalón,Caballero,Negro,Casual,Marca A,1705.92,36,34,28,Ciencias Sociales y Humanidades,HombreMujer,Regular
Otros,Dama,Amarillo,Formal,Marca D,1708.69,44,29,51,Medicina,HombreMujer,Regular
Chaqueta,Caballero,Negro,Deportivo,Marca C,586.12,35,43,41,Ciencias Sociales y Humanidades,Hombre,Mala
Chaqueta,Caballero,Negro,Casual,Marca B,1165.87,37,30,34,Medicina,HombreMujer,Buena
Otros,Dama,Rojo,Deportivo,Marca A,1327.42,44,4,23,Artes,Mujer,Buena
Camisa,Dama,Amarillo,Deportivo,Marca A,859.33,35,1,23,Artes,HombreMujer,Regular
Falda,Dama,Rojo,Casual,Marca A,1302.27,39,39,42,Medicina,HombreMujer,Mala
Vestido,Caballero,Azul,Deportivo,Marca D,1689.35,31,36,57,Medicina,HombreMujer,Regular
Vestido,Dama,Blanco,Deportivo,Marca C,557.59,35,39,58,Medicina,Mujer,Regular
Pantalón,Dama,Amarillo,Deportivo,Marca B,1687.05,36,6,55,Medicina,HombreMujer,Regular
Pantalón,Caballero,Amarillo,Casual,Marca B,1295.94,40,38,28,Medicina,Mujer,Mala
Vestido,Caballero,Amarillo,Deportivo,Marca B,1882.94,33,12,52,Ciencias Sociales y Humanidades,Mujer,Buena
Chaqueta,Caballero,Blanco,Formal,Marca B,1796.08,29,6,34,Ingeniería,Hombre,Mala
Chaqueta,Caballero,Rojo,Deportivo,Marca D,866.61,45,13,33,Medicina,HombreMujer,Mala
Otros,Dama,Negro,Deportivo,Marca D,1568.62,32,27,65,Medicina,Hombre,Regular
Chaqueta,Dama,Azul,Formal,Marca D,1411.55,30,44,69,Artes,HombreMujer,Mala
Pantalón,Caballero,Azul,Deportivo,Marca A,1560.16,29,3,67,Ciencias Sociales y Humanidades,Mujer,Mala
Vestido,Dama,Amarillo,Casual,Marca A,1482.5,41,13,54,Ingeniería,Hombre,Mala
Pantalón,Dama,Blanco,Formal,Marca B,1310.0,46,0,54,Ciencias Sociales y Humanidades,Mujer,Buena
Pantalón,Dama,Verde,Casual,Marca B,978.83,31,2,24,Artes,Mujer,Mala
Pantalón,Dama,Amarillo,Deportivo,Marca B,1205.08,46,1,50,Educación,Mujer,Buena
Pantalón,Caballero,Negro,Formal,Marca A,1027.28,28,5,44,Artes,Hombre,Mala
Falda,Dama,Azul,Casual,Marca C,904.55,34,29,28,Artes,HombreMujer,Mala
Camisa,Dama,Amarillo,Casual,Marca D,891.56,30,32,61,Artes,Hombre,Regular
Otros,Caballero,Rojo,Formal,Marca D,866.19,34,20,70,Ingeniería,Mujer,Buena
Camisa,Dama,Rojo,Casual,Marca D,1313.14,31,33,48,Medicina,Mujer,Regular
Camisa,Caballero,Negro,Formal,Marca D,632.01,30,7,60,Artes,Hombre,Buena
Otros,Dama,Azul,Casual,Marca A,1272.36,30,34,47,Ingeniería,Mujer,Buena
Chaqueta,Dama,Rojo,Formal,Marca A,759.52,39,29,25,Medicina,Mujer,Mala
Vestido,Caballero,Azul,Formal,Marca A,1167.42,36,48,43,Ingeniería,Hombre,Buena
Pantalón,Caballero,Rojo,Casual,Marca D,1449.35,36,15,69,Ingeniería,Mujer,Regular
Pantalón,Dama,Amarillo,Casual,Marca D,1943.68,28,24,40,Ciencias Sociales y Humanidades,HombreMujer,Buena
Chaqueta,Dama,Verde,Deportivo,Marca D,1474.55,32,43,65,Medicina,Mujer,Buena
Falda,Dama,Amarillo,Casual,Marca C,1843.66,30,30,43,Educación,HombreMujer,Buena
Vestido,Dama,Negro,Deportivo,Marca B,1891.26,32,13,54,Educación,HombreMujer,Mala
Chaqueta,Dama,Verde,Casual,Marca D,628.17,41,4,51,Ciencias Sociales y Humanidades,Mujer,Regular
Otros,Dama,Verde,Deportivo,Marca D,819.14,32,46,30,Educación,Hombre,Regular
Camisa,Caballero,Azul,Deportivo,Marca A,1636.7,28,0,36,Ingeniería,HombreMujer,Buena
Camisa,Dama,Amarillo,Deportivo,Marca A,1646.89,39,14,62,Ciencias Sociales y Humanidades,Mujer,Mala
Camisa,Caballero,Blanco,Formal,Marca A,1953.01,30,22,70,Ciencias Sociales y Humanidades,HombreMujer,Buena
Pantalón,Caballero,Amarillo,Formal,Marca D,1912.95,37,8,41,Artes,HombreMujer,Regular
Pantalón,Caballero,Verde,Deportivo,Marca A,1448.74,42,14,21,Medicina,Hombre,Regular
Camisa,Dama,Verde,Deportivo,Marca D,717.91,39,7,61,Educación,Hombre,Regular
Vestido,Caballero,Verde,Formal,Marca A,1985.74,32,12,44,Ingeniería,Hombre,Regular
Otros,Dama,Rojo,Formal,Marca C,1776.57,35,2,56,Ciencias Sociales y Humanidades,HombreMujer,Regular
Chaqueta,Caballero,Rojo,Deportivo,Marca D,1986.53,38,5,57,Ingeniería,Mujer,Regular
Pantalón,Caballero,Verde,Deportivo,Marca D,1294.67,46,15,39,Ciencias Sociales y Humanidades,HombreMujer,Mala
Pantalón,Dama,Blanco,Deportivo,Marca D,512.75,37,1,69,Educación,Mujer,Regular
Chaqueta,Caballero,Azul,Casual,Marca D,1858.35,30,29,28,Ingeniería,Mujer,Regular
Vestido,Dama,Azul,Casual,Marca C,1357.64,42,42,21,Educación,HombreMujer,Mala
Falda,Caballero,Negro,Formal,Marca B,1842.89,38,3,21,Artes,HombreMujer,Mala
Chaqueta,Dama,Blanco,Deportivo,Marca A,858.97,32,13,34,Medicina,Mujer,Mala
Otros,Dama,Blanco,Formal,Marca A,1008.07,30,4,41,Ingeniería,Mujer,Mala
Pantalón,Caballero,Blanco,Formal,Marca A,603.66,40,41,65,Ciencias Sociales y Humanidades,Mujer,Mala
Falda,Caballero,Verde,Deportivo,Marca A,1577.04,36,25,53,Ingeniería,Mujer,Buena
Pantalón,Dama,Amarillo,Casual,Marca D,1681.5,36,0,42,Educación,Hombre,Mala
Falda,Caballero,Verde,Casual,Marca D,690.31,30,17,34,Ingeniería,HombreMujer,Mala
Otros,Dama,Blanco,Casual,Marca C,799.47,45,18,37,Medicina,HombreMujer,Regular
Otros,Dama,Rojo,Formal,Marca B,951.37,32,50,21,Medicina,HombreMujer,Buena
Camisa,Dama,Azul,Casual,Marca C,596.64,36,31,64,Ciencias Sociales y Humanidades,HombreMujer,Buena
Otros,Dama,Verde,Deportivo,Marca B,1298.81,38,22,21,Ciencias Sociales y Humanidades,Mujer,Mala
Otros,Caballero,Azul,Deportivo,Marca A,1967.01,42,7,20,Medicina,HombreMujer,Regular
Falda,Dama,Negro,Deportivo,Marca D,1147.32,44,27,43,Ciencias Sociales y Humanidades,HombreMujer,Mala
Falda,Caballero,Blanco,Deportivo,Marca C,1484.65,31,21,40,Artes,HombreMujer,Buena
Pantalón,Caballero,Blanco,Formal,Marca D,643.69,32,49,32,Artes,Mujer,Regular
Falda,Dama,Rojo,Deportivo,Marca A,1243.28,39,30,34,Ingeniería,HombreMujer,Mala
Camisa,Dama,Negro,Deportivo,Marca D,929.65,28,47,58,Educación,HombreMujer,Buena
Chaqueta,Caballero,Verde,Casual,Marca A,774.3,38,5,62,Medicina,Mujer,Buena
Vestido,Dama,Verde,Deportivo,Marca D,1709.24,43,33,33,Ingeniería,HombreMujer,Mala
Camisa,Caballero,Negro,Deportivo,Marca A,1898.4,45,24,18,Ciencias Sociales y Humanidades,HombreMujer,Mala
Otros,Caballero,Verde,Formal,Marca A,1929.05,35,30,34,Educación,Mujer,Mala
Otros,Dama,Verde,Deportivo,Marca B,911.34,46,38,27,Medicina,Hombre,Regular
Vestido,Dama,Verde,Formal,Marca D,1417.64,36,29,52,Educación,Hombre,Buena
Chaqueta,Dama,Azul,Formal,Marca D,1014.87,44,40,24,Educación,Mujer,Mala
Vestido,Dama,Negro,Deportivo,Marca A,1283.25,36,42,44,Ciencias Sociales y Humanidades,HombreMujer,Mala
Falda,Caballero,Verde,Deportivo,Marca D,1543.39,38,47,47,Ciencias Sociales y Humanidades,Hombre,Regular
Vestido,Caballero,Azul,Deportivo,Marca A,1864.58,33,19,63,Artes,Hombre,Buena
Pantalón,Dama,Amarillo,Casual,Marca B,1858.54,38,19,27,Educación,HombreMujer,Regular
Vestido,Caballero,Blanco,Casual,Marca C,1905.59,30,40,23,Ingeniería,Hombre,Buena
Chaqueta,Caballero,Verde,Deportivo,Marca D,691.7,34,3,66,Educación,HombreMujer,Mala
Chaqueta,Dama,Rojo,Deportivo,Marca C,1555.41,33,33,69,Medicina,Mujer,Buena
Otros,Caballero,Blanco,Deportivo,Marca D,1845.0,35,13,65,Ingeniería,Hombre,Regular
Otros,Caballero,Rojo,Formal,Marca B,1576.69,43,1,46,Artes,Hombre,Regular
Pantalón,Caballero,Negro,Deportivo,Marca A,1704.24,29,35,61,Artes,Mujer,Buena
Camisa,Caballero,Amarillo,Deportivo,Marca A,1687.54,33,10,25,Educación,Mujer,Mala
Camisa,Caballero,Blanco,Formal,Marca B,1297.67,28,19,43,Educación,Mujer,Regular
Falda,Caballero,Azul,Formal,Marca A,1785.71,39,4,62,Ciencias Sociales y Humanidades,HombreMujer,Mala
Chaqueta,Caballero,Negro,Deportivo,Marca A,1612.4,43,23,42,Educación,HombreMujer,Regular
Camisa,Caballero,Blanco,Deportivo,Marca D,1072.46,40,39,63,Ingeniería,Mujer,Mala
Camisa,Caballero,Negro,Deportivo,Marca C,1421.51,43,34,39,Educación,Mujer,Mala
Camisa,Dama,Amarillo,Formal,Marca D,1592.06,38,36,63,Ingeniería,Hombre,Buena
Falda,Caballero,Rojo,Deportivo,Marca C,1196.15,30,22,64,Educación,HombreMujer,Mala
Otros,Caballero,Amarillo,Deportivo,Marca A,1033.28,35,19,39,Artes,HombreMujer,Regular
Vestido,Caballero,Verde,Formal,Marca C,1156.13,35,45,64,Medicina,Mujer,Mala
Chaqueta,Dama,Amarillo,Casual,Marca A,1097.65,41,3,29,Ciencias Sociales y Humanidades,Hombre,Buena
Pantalón,Dama,Negro,Deportivo,Marca B,1378.39,40,50,27,Educación,HombreMujer,Buena
Otros,Caballero,Negro,Formal,Marca D,694.67,39,5,41,Artes,Hombre,Buena
Camisa,Dama,Azul,Deportivo,Marca A,740.59,28,42,49,Ciencias Sociales y Humanidades,Mujer,Mala
Vestido,Dama,Rojo,Casual,Marca B,1909.51,41,8,48,Ciencias Sociales y Humanidades,Mujer,Mala
Vestido,Caballero,Azul,Casual,Marca A,1840.23,46,41,32,Ciencias Sociales y Humanidades,Mujer,Regular
Otros,Dama,Negro,Casual,Marca B,1159.8,33,0,62,Ingeniería,HombreMujer,Buena
Pantalón,Dama,Blanco,Casual,Marca B,626.19,42,37,28,Artes,Hombre,Mala
Falda,Caballero,Negro,Formal,Marca A,1508.21,38,3,53,Ingeniería,Mujer,Mala
Otros,Dama,Verde,Casual,Marca B,1853.08,40,31,67,Ingeniería,Mujer,Regular
Camisa,Caballero,Negro,Casual,Marca A,628.75,37,21,35,Educación,Mujer,Regular
Camisa,Dama,Amarillo,Formal,Marca D,1967.97,29,48,44,Artes,Hombre,Mala
Chaqueta,Dama,Blanco,Deportivo,Marca C,1505.15,33,34,53,Medicina,Mujer,Buena
